날짜,댓글,조회수,좋아요,싫어요
2021-02-09 13:24,이재용,192,3,1
2020-07-08 11:30,날마다,360,1,0
2020-06-11 14:46,시민심사위원회,256,11,1
2020-12-11 09:12,오늘은,174,0,0
2021-01-10 22:07,삼전이,350,4,4
2021-11-25 12:43, 개호가매도창이 끝이   ,222,0,2
2021-01-24 13:58,면역력에좋다는 풋마늘 새싹보리 새싹인삼,417,2,3
2021-01-04 22:44,대깨  문이,386,20,5
2021-02-19 09:59,삼성물산 주가가 하락해야만 하는 이유는    ,849,5,2
2022-06-02 10:35,장마감   만원,272,7,0
2022-06-29 09:09,너네 그거 알지 ,280,2,5
2021-11-11 14:35,진짜 개 패고싶다,199,10,0
2020-08-18 22:04,현대차우랑 물산절반씩 넣었는데 만약 몰빵   ,835,0,2
2021-06-01 16:22,수주  ,389,0,0
2020-10-26 20:28,연말 배당 최소  만원 예상    ,1109,16,4
2021-11-27 11:38,신세계랑 친구해라   ,142,0,0
2022-02-05 21:56,사드 논란,314,6,12
2022-01-12 11:17,어차피 종가는 보합아니면,193,5,1
2021-01-21 13:37,고 이건희 회장님 삼전지분 삼물 무상증여   ,325,1,1
2021-12-30 14:32,공시로 약속했던 배당금 배당수익의       ,792,11,2
2021-03-12 10:01,청개구리,150,0,0
2021-08-06 13:36,정권교체는 아직 아니다    체채영  윤   ,523,6,34
2020-11-01 14:41,멀주식 어렵게하노  ,665,1,1
2021-03-02 13:20,CCCCCCCCCCCCCCCCCC,151,3,0
2021-11-11 14:35,답글 코로나전보다 더내려갔네,179,6,0
2020-10-29 12:26,재용이  님 믿습니다      존버,149,0,0
2020-12-24 11:06,몇수년을 갖고있어도  돈이 안되니이런 ,330,1,0
2020-06-18 09:08,어제말이야   형아가  분명히  패데기허   ,529,2,7
2020-07-25 16:08, 양도세 개정시 허름한 yang아치 알밥   ,240,5,1
2021-09-15 09:17, 년간 합병시너지눈 도와준 합병주주 피눈   ,134,7,0
2021-04-13 11:25,골든 크로스    ,354,3,2
2021-06-02 18:41,대구  성서  와룡시장에서 이재용 사면,669,10,7
2021-09-02 19:37,삼성 해롱이가 할말은 아닌듯한데   ,335,6,3
2021-01-18 17:24,불확실성 제거로 앞으로 승승장구,368,11,5
2021-02-18 13:49, 재용아 그많은 돈가지고 왠 깜방생활 ,150,3,1
2020-07-07 20:26,내일은     오릅니다,364,15,3
2021-01-18 10:57,왜안오르냐고 ,311,1,1
2021-02-25 15:59,답글  삭제된 게시물의 답글 히야 이개잡주가    ,169,1,0
2022-04-07 10:50, 기관들애용거래원 매수매도반복질주가조작    ,172,0,0
2021-03-15 10:59,바닥 잘 다지네,226,1,3
2020-12-14 11:43,겁나시는분들은 매도 추천   ,425,6,1
2021-04-23 08:44,삼성한국에서 떠나자 미국으로 이전하자,109,0,0
2021-02-18 07:19,최중경,196,8,0
2022-06-15 17:08,현대건설 삼성물산  사우디서 인프라 수주,466,2,6
2020-07-09 11:23, 년보유  ,492,2,12
2021-12-02 14:53,수급 좋쿠나     가즈야       ,295,8,1
2022-03-17 17:46,여긴 뭐냐 외인놈이 사면 개기금이 팔고    ,222,13,0
